Site Ref,Site Name,Description,Customer,Postcode,Town,Latitude,Longitude
GB-LCL-A0564,[GB-LCL-A0564] Ealing: Lynton Road,Alfen 22kW,Believ (EV),W5 1EN,Ealing,51.51449,-0.28198
GB-LCL-A0565,[GB-LCL-A0565] Ealing: Grove Avenue / ACE0422368 / W7 3AA,Alfen 22kW,Believ (EV),W7 3AA,Ealing,51.51883,-0.33871
GB-LCL-A0566,[GB-LCL-A0566] Ealing: Grove Avenue / ACE0422374 / W7 3AA,Alfen 22kW,Believ (EV),W7 3AA,Ealing,51.51883,-0.33871
GB-LCL-A0567,[GB-LCL-A0567] Ealing: 2-19 Crosslands Avenue,Alfen 22kW,Believ (EV),W5 3QH,Ealing,51.508024,-0.289322
GB-LCL-A0568,[GB-LCL-A0568] Ealing: 2-19 Crosslands Avenue,Alfen 22kW,Believ (EV),W5 3QH,Ealing,51.508024,-0.289322
GB-LCL-A0569,[GB-LCL-A0569] Waltham Forest: Trinity Close / ACE0422350 /  E11 4GW,Alfen 22kW,Believ (EV),E11 4GW,Waltham Forest,51.562892,0.008459
GB-LCL-A0570,[GB-LCL-A0570] Waltham Forest: 6 Fillebrook Rd / ACE0422544 / E11 4AP,Alfen 7kW,Believ (EV),E11 4AP,Waltham Forest,51.567324,0.004165
GB-LCL-A0571,[GB-LCL-A0571] Ealing: St Leonards Road / ACE0422370 / W5 2ST,Alfen 22kW,Believ (EV),W5 2ST,Ealing,51.512283,-0.313636
GB-LCL-A0572,[GB-LCL-A0572] Ealing: St Leonards Road / ACE0197266 / W5 2ST,Alfen 22kW,Believ (EV),W5 2ST,Ealing,51.512283,-0.313636
GB-LCL-A0573,[GB-LCL-A0573] Wayfarer Road,Alfen 22kW,Believ (EV),UB5 6HD,Ealing,51.53196,-0.38495
GB-LCL-A0574,[GB-LCL-A0574] Ealing: Opp. 61 Balfour Road / W13 9TW,Alfen 22kW,Believ (EV),W13 9TW,Ealing,51.503873,-0.321601
GB-LCL-A0575,[GB-LCL-A0575] Opp. 61 Balfour Road,Alfen 22kW,Believ (EV),W13 9TW,Ealing,51.503873,-0.321601
GB-LCL-A0576,[GB-LCL-A0576] 14-8 St Stephen's Avenue,Alfen 22kW,Believ (EV),W13 8EL,Ealing,51.519637,-0.320935
GB-LCL-A0577,[GB-LCL-A0577] 14-8 St Stephens Avenue,Alfen 22kW,Believ (EV),W13 8EL,Ealing,51.519637,-0.320935
GB-LCL-A0578,[GB-LCL-A0578] Brentham Way,Alfen 22kW,Believ (EV),W5 1PT,Ealing,51.52466,-0.30406
GB-LCL-A0578,[GB-LCL-A0578] Brentham Way,Alfen 22kW,Believ (EV),W5 1PT,Ealing,51.52466,-0.30406
GB-LCL-A0578,[GB-LCL-A0578] Ealing: Brentham Way,Alfen 22kW,Believ (EV),W5 1PT,Ealing,51.52466,-0.30406
GB-LCL-A0579,[GB-LCL-A0579] Brentham Way,Alfen 22kW,Believ (EV),W5 1PT,Ealing,51.52466,-0.30406
GB-LCL-A0579,[GB-LCL-A0579] Brentham Way,Alfen 22kW,Believ (EV),W5 1PT,Ealing,51.52466,-0.30406
GB-LCL-A0579,[GB-LCL-A0579] Ealing: Brentham Way,Alfen 22kW,Believ (EV),W5 1PT,Ealing,51.52466,-0.30406
GB-LCL-A0580,[GB-LCL-A0580] 36 Hanger Vale Lane,Alfen 22kW,Believ (EV),W5 3AT,Ealing,51.51934,-0.28913
GB-LCL-A0581,[GB-LCL-A0581] 36 Hanger Vale Lane,Alfen 22kW,Believ (EV),W5 3AT,Ealing,51.51934,-0.28913
GB-LCL-A0582,[GB-LCL-A0582] Ealing: Marchwood Crescent / ACE0197246 / W5 2EU,Alfen 22kW,Believ (EV),W5 2EU,Ealing,51.520181,-0.306573
GB-LCL-A0583,[GB-LCL-A0583] Ealing: Marchwood Crescent / ACE0197260 / W5 2EU,Alfen 22kW,Believ (EV),W5 2EU,Ealing,51.520181,-0.306573
GB-LCL-A0584,[GB-LCL-A0584] 44 Avenue Road,Alfen 22kW,Believ (EV),W3 8YR,Ealing,51.504998,-0.271004
GB-LCL-A0585,[GB-LCL-A0585] Wadhurst Road / Side of 33 Kingscote Road,Alfen 22kW,Believ (EV),W4 5LJ,Ealing,51.498062,-0.263245
GB-LCL-A0586,[GB-LCL-A0586] Wadhurst Road / Side of 33 Kingscote Road,Alfen 22kW,Believ (EV),W4 5LJ,Ealing,51.498062,-0.263245
GB-LCL-A0588,[GB-LCL-A0588] Gloucester Road / Side of 10 Dorset Road,Alfen 22kW,Believ (EV),W5 4JB,Ealing,51.501516,-0.308975
GB-LCL-A0589,[GB-LCL-A0589] Gloucester Road / Side of 10 Dorset Road,Alfen 22kW,Believ (EV),W5 4JB,Ealing,51.501516,-0.308975
GB-LCL-A0590,[GB-LCL-A0590] 44 Avenue Road,Alfen 22kW,Believ (EV),W3 8YR,Ealing,51.504998,-0.271004
GB-LCL-A0591,[GB-LCL-A0591] Croydon: Blakemore Road,Alfen 7kW,Believ (EV),CR7 6DD,Croydon,51.394858,-0.120093
GB-LCL-A0591,[GB-LCL-A0591] Croydon: Blakemore Road / ACE0236139 / CR7 6DD,Alfen 7kW,Believ (EV),CR7 6DD,Croydon,51.394858,-0.120093
GB-LCL-A0591,[GB-LCL-A0591] Croydon: Blakemore Road / ACE0236139 / CR7 6DD / Believ,Alfen 7kW,Believ (EV),CR7 6DD,Croydon,51.394858,-0.120093
GB-LCL-A0592,[GB-LCL-A0592] Ealing: Ribblesdale Avenue / ACE0197218 / UB5 4LZ,Alfen 22kW,Believ (EV),UB5 4LZ,Ealing,51.551371,-0.360335
GB-LCL-A0593,[GB-LCL-A0593] Ealing: Yeading Lane / ACE0422403 / UB5 6JS,Alfen 22kW,Believ (EV),UB5 6JS,Ealing,51.534107,-0.395354
GB-LCL-A0594,[GB-LCL-A0594] Ealing: Yeading Lane / ACE0422398 / UB5 6JS,Alfen 22kW,Believ (EV),UB5 6JS,Ealing,51.534107,-0.395354
GB-LCL-A0596,[GB-LCL-A0596] Bridge Avenue,Alfen 22kW,Believ (EV),W7 3DJ,Ealing,51.522755,-0.346243
GB-LCL-A0596,[GB-LCL-A0596] Ealing: Bridge Avenue,Alfen 22kW,Believ (EV),W7 3DJ,Ealing,51.522755,-0.346243
GB-LCL-A0596,[GB-LCL-A0596] Ealing: Bridge Avenue / ACE0422363 / W7 3DJ,Alfen 22kW,Believ (EV),W7 3DJ,Ealing,51.522755,-0.346243
GB-LCL-A0597,[GB-LCL-A0597] Bridge Avenue,Alfen 22kW,Believ (EV),W7 3DJ,Ealing,51.522755,-0.346243
GB-LCL-A0597,[GB-LCL-A0597] Bridge Avenue,Alfen 22kW,Believ (EV),W7 3DJ,Ealing,51.522755,-0.346243
GB-LCL-A0597,[GB-LCL-A0597] Ealing: Bridge Avenue,Alfen 22kW,Believ (EV),W7 3DJ,Ealing,51.522755,-0.346243
GB-LCL-A0599,"[GB-LCL-A0599] Waltham Forest: 41 James Lane, Leytonstone / ACE0197230 / E11 1NS",Alfen 22kW,Believ (EV),E11 1NS,Waltham Forest,51.57567363,0.00442691
GB-LCL-A0676,[GB-LCL-A0676] Waltham Forest: Perth Road / ACE0197251 / E10 7PB,Alfen 22kW,Believ (EV),E10 7PB,Waltham Forest,51.567184,-0.032317
GB-LCL-A0677,[GB-LCL-A0677] Waltham Forest: Perth Road / ACE0197280 / E10 7PB,Alfen 22kW,Believ (EV),E10 7PB,Waltham Forest,51.567184,-0.032317
GB-LCL-A0678,[GB-LCL-A0678] Kitchener Road,Alfen 22kW,Believ (EV),E17 4LJ,Waltham Forest,51.597926,-0.011844
GB-LCL-A0679,[GB-LCL-A0679] Kitchener Road,Alfen 22kW,Believ (EV),E17 4LJ,Waltham Forest,51.597926,-0.011844
GB-LCL-A0680,[GB-LCL-A0680] Waltham Forest: Bridge Road / Hibbert Road,Alfen 22kW,Believ (EV),E17 8HF,Waltham Forest,51.571575,-0.029818
GB-LCL-A0680,[GB-LCL-A0680] Waltham Forest: Bridge Road / Hibbert Road / ACE0166177 / E17 8HF,Alfen 22kW,Believ (EV),E17 8HF,Waltham Forest,51.571575,-0.029818
GB-LCL-A0680,[GB-LCL-A0680] Waltham Forest: Bridge Road / Hibbert Road / E17 8HF,Alfen 22kW,Believ (EV),E17 8HF,Waltham Forest,51.571575,-0.029818
GB-LCL-A0682,[GB-LCL-A0682] Croydon: Opp. 1 Horsley Drive / ACE0197262 / CR0 0QW,Alfen 7kW,Believ (EV),CR0 0QW,Croydon,51.349787,-0.016352
GB-LCL-A0683,[GB-LCL-A0683] Ealing: Kathleen Avenue / ACE0197242 / W3 0PW,Alfen 22kW,Believ (EV),W3 0PW,Ealing,51.523149,-0.267272
GB-LCL-A0684,[GB-LCL-A0684] Ealing: Kathleen Avenue / ACE0197282 / vW3 0PW,Alfen 22kW,Believ (EV),W3 0PW,Ealing,51.523149,-0.267272
GB-LCL-A0685,[GB-LCL-A0685] 1-13 Spencer Street,Alfen 22kW,Believ (EV),UB2 5BH,Ealing,51.503614,-0.391168
GB-LCL-A0686,[GB-LCL-A0686] 1-13 Spencer Street,Alfen 22kW,Believ (EV),UB2 5BH,Ealing,51.503614,-0.391168
GB-LCL-A0687,[GB-LCL-A0687] Ealing: Norwood Green Road / ACE0197255 / UB2 4LA,Alfen 22kW,Believ (EV),UB2 4LA,Ealing,51.494712,-0.370508
GB-LCL-A0688,[GB-LCL-A0688] Ealing: Norwood Green Road / ACE0197254 / UB2 4LA,Alfen 22kW,Believ (EV),UB2 4LA,Ealing,51.494712,-0.370508
GB-LCL-A0689,[GB-LCL-A0689] Uxbridge Road,Alfen 22kW,Believ (EV),UB1 3HL,Ealing,51.51139,-0.36783
GB-LCL-A0690,[GB-LCL-A0690] Uxbridge Road,Alfen 22kW,Believ (EV),UB1 3HL,Ealing,51.51139,-0.36783
GB-LCL-A0691,[GB-LCL-A0691] Ealing: Windmill Avenue / ACE0197283 / UB2 4XE,Alfen 22kW,Believ (EV),UB2 4XE,Ealing,51.507458,-0.354609
GB-LCL-A0692,[GB-LCL-A0692] Ealing: Grange Court / 1 Grange Road / ACE0197257 / W5 5QW,Alfen 22kW,Believ (EV),W5 5QW,Ealing,51.509238,-0.305113
GB-LCL-A0693,[GB-LCL-A0693] Ealing: Grange Court / 1 Grange Road / ACE0197268 / W5 5QW,Alfen 22kW,Believ (EV),W5 5QW,Ealing,51.509238,-0.305113
GB-LCL-A0694,[GB-LCL-A0694] Ealing: Birkbeck Road / Side of 11-13 Churchfield Road / ACE0197279 / W3 6BD,Alfen 22kW,Believ (EV),W3 6BD,Ealing,51.50872,-0.26381
GB-LCL-A0695,[GB-LCL-A0695] Waltham Forest: Essex Road South / ACE0197234 / E11 1JR,Alfen 22kW,Believ (EV),E11 1JR,Waltham Forest,51.572504,0.000816
GB-LCL-A0696,[GB-LCL-A0696] Waltham Forest: Essex Road South / ACE0197281 / E11 1JR,Alfen 22kW,Believ (EV),E11 1JR,Waltham Forest,51.572504,0.000816
GB-LCL-A0697,[GB-LCL-A0697] Waltham Forest: Opposite 14 Wiseman Road / ACE0197237 /  E10 7BU,Alfen 22kW,Believ (EV),E10 7BU,Waltham Forest,51.564902,-0.021209
GB-LCL-A0698,[GB-LCL-A0698] Waltham Forest: Opposite 14 Wiseman Road / ACE0197221 / E10 7BU,Alfen 22kW,Believ (EV),E10 7BU,Waltham Forest,51.564902,-0.021209
GB-LCL-A0699,[GB-LCL-A0699] Waltham Forest: Edward Road / ACE0197259 / E17 6NX,Alfen 22kW,Believ (EV),E17 6NX,Waltham Forest,51.580655,-0.039172
GB-LCL-A0700,[GB-LCL-A0700] Ealing: 142a Rugby Road / ACE0197223 / W4 1AW,Alfen 22kW,Believ (EV),W4 1AW,Ealing,51.502657,-0.257779
GB-LCL-A0701,[GB-LCL-A0701] Ealing: 142a Rugby Road / ACE0197229 / W4 1AW,Alfen 22kW,Believ (EV),W4 1AW,Ealing,51.502657,-0.257779
GB-LCL-A0702,[GB-LCL-A0702] Ealing: 103 Mill Hill Road / ACE0197214 / W3 8HG,Alfen 22kW,Believ (EV),W3 8HG,Ealing,51.50549,-0.27838
GB-LCL-A0703,[GB-LCL-A0703] Ealing: 103 Mill Hill Road / ACE0422351,Alfen 22kW,Believ (EV),W3 8HG,Ealing,51.50549,-0.27838
GB-LCL-A0704,[GB-LCL-A0704] Chesterfield Road / Adjacent 43 Epsom Road,Alfen 22kW,Believ (EV),E10 6EW,Waltham Forest,51.574287,-0.005657
GB-LCL-A0704,[GB-LCL-A0704] Waltham Forest: Chesterfield Road / Adjacent 43 Epsom Road,Alfen 22kW,Believ (EV),E10 6EW,Waltham Forest,51.574287,-0.005657
GB-LCL-A0704,[GB-LCL-A0704] Waltham Forest: Chesterfield Road / Adjacent 43 Epsom Road / ACE0197265 / E10 6EW,Alfen 22kW,Believ (EV),E10 6EW,Waltham Forest,51.574287,-0.005657
GB-LCL-A0706,[GB-LCL-A0706] Airthrie Rd,Alfen 22kW,Believ (EV),IG3 9QL,Redbridge,51.564222,0.114598
GB-LCL-A0706,[GB-LCL-A0706] Redbridge: Airthrie Rd,Alfen 22kW,Believ (EV),IG3 9QL,Redbridge,51.564222,0.114598
GB-LCL-A0706,[GB-LCL-A0706] Redbridge: Airthrie Road / ACE0422811 / IG3 9QL,Alfen 22kW,Believ (EV),IG3 9QL,Redbridge,51.564222,0.114598
GB-LCL-A0751,[GB-LCL-A0751] 38 The Avenue,Alfen 22kW,Believ (EV),W4 1HS,Ealing,51.499697,-0.256412
GB-LCL-A0752,[GB-LCL-A0752] 38 The Avenue,Alfen 22kW,Believ (EV),W4 1HS,Ealing,51.499697,-0.256412
GB-LCL-A0754,[GB-LCL-A0754] Arundel Close,Alfen 22kW,Believ (EV),E15 1UH,Waltham Forest,51.552356,0.008111
GB-LCL-A0754,[GB-LCL-A0754] Waltham Forest: Arundel Close,Alfen 22kW,Believ (EV),E15 1UH,Waltham Forest,51.552356,0.008111
GB-LCL-A0754,[GB-LCL-A0754] Waltham Forest: Arundel Close / ACE0422389 / E15 1UH,Alfen 22kW,Believ (EV),E15 1UH,Waltham Forest,51.552356,0.008111
GB-LCL-A0755,[GB-LCL-A0755] Waltham Forest: Kingswood Road / ACE0422384 / E11 1SF,Alfen 22kW,Believ (EV),E11 1SF,Waltham Forest,51.570294,0.008893
GB-LCL-A0756,[GB-LCL-A0756] Waltham Forest: Kingswood Road / ACE0422378 / E11 1SF,Alfen 22kW,Believ (EV),E11 1SF,Waltham Forest,51.570294,0.008893
GB-LCL-A0757,[GB-LCL-A0757] Waltham Forest: Stocksfield Road / ACE0189320 / E17 3LU,Alfen 22kW,Believ (EV),E17 3LU,Waltham Forest,51.587596,-0.002618
GB-LCL-A0758,[GB-LCL-A0758] Waltham Forest: Stocksfield Road / ACE0422400 / E17 3LU,Alfen 22kW,Believ (EV),E17 3LU,Waltham Forest,51.587596,-0.002618
GB-LCL-A0761,[GB-LCL-A0761] Redbridge: 45 Abbotsford Rd / ACE0422816 / IG3 9QX,Alfen 22kW,Believ (EV),IG3 9QX,Redbridge,51.560072,0.115234
GB-LCL-A0762,[GB-LCL-A0762] Opposite 21 Chudleigh Crescent,Alfen 22kW,Believ (EV),IG3 9AT,Redbridge,51.55144,0.094122
GB-LCL-A0763,[GB-LCL-A0763] Redbridge: 34 Riverdene Avenue / ACE0422804 / IG1 2AA,Alfen 22kW,Believ (EV),IG1 2AA,Redbridge,51.5557889,0.06827667
GB-LCL-A0764,[GB-LCL-A0764] Redbridge: Opposite 10 Oxford Road / ACE0422817 / IG1 2XG,,Believ (EV),IG1 2XG,Redbridge,51.550035,0.07995464
GB-LCL-A0766,[GB-LCL-A0766] Croydon: Heath Road / ACE0165857 / CR7 8NF,Alfen 7kW,Believ (EV),CR7 8NF,Croydon,51.403225,-0.098232
GB-LCL-A0768,[GB-LCL-A0768] Croydon: 14 Beulah Crescent / ACE0189204 / CR7 8JL,Alfen 7kW,Believ (EV),CR7 8JL,Croydon,51.405812,-0.098406
GB-LCL-A0772,[GB-LCL-A0772] King Georges Car Park / 1-3 Hartswood Cl (Big),Tritium 50kW,Believ (EV),CM13 2AH,Brentwood,51.611195,0.315568
GB-LCL-A0775,[GB-LCL-A0775] Brentwood: Chatham Way Car Park / 1 Ropers Yard,Tritium 50kW,Believ (EV),CM14 4BG,Brentwood,51.618784,0.300631
GB-LCL-A0775,[GB-LCL-A0775] Brentwood: Chatham Way Car Park / 1 Ropers Yard / veefil-602200581 / CM14 4BG,Tritium 50kW,Believ (EV),CM14 4BG,Brentwood,51.618784,0.300631
GB-LCL-A0775,[GB-LCL-A0775] Chatham Way Car Park / 1 Ropers Yard,Tritium 50kW,Believ (EV),CM14 4BG,Brentwood,51.618784,0.300631
GB-LCL-A0776,[GB-LCL-A0776] Brentwood: King Georges Car Park / 1-3 Hartswood Cl (Big) / veefil-602200575 / CM13 2AH,Tritium 50kW,Believ (EV),CM13 2AH,Brentwood,51.611195,0.315568
GB-LCL-A0777,[GB-LCL-A0777] King Georges Car Park / 1-3 Hartswood Cl (Big),Tritium 50kW,Believ (EV),CM13 2AH,Brentwood,51.611195,0.315568
GB-LCL-A0782,[GB-LCL-A0782] Brentwood: Chatham Way Car Park / 1 Ropers Yard,Tritium 50kW,Believ (EV),CM14 4BG,Brentwood,51.618784,0.300631
GB-LCL-A0782,[GB-LCL-A0782] Brentwood: Chatham Way Car Park / 1 Ropers Yard / Believ,Tritium 50kW,Believ (EV),CM14 4BG,Brentwood,51.618784,0.300631
GB-LCL-A0782,[GB-LCL-A0782] Brentwood: Chatham Way Car Park / 1 Ropers Yard / Veefil-602200582 / CM14 4BG,Tritium 50kW,Believ (EV),CM14 4BG,Brentwood,51.618784,0.300631
GB-LCL-A0785,[GB-LCL-A0785] Gosport: Marine Parade Car Park / veefil-602200577 / PO13 9LY,Tritium 50kW,Believ (EV),PO13 9LY,Gosport,50.80226,-1.20437
GB-LCL-A0786,[GB-LCL-A0786] Gosport: Marine Parade Car Park / veefil-602200580 / PO13 9LY,Tritium 50kW,Believ (EV),PO13 9LY,Gosport,50.80226,-1.20437
GB-LCL-A0792,[GB-LCL-A0792] Redbridge: Hazeldene Road / Abbottsford Road / ACE0422849 / IG3 9QZ,Alfen 22kW,Believ (EV),IG3 9QZ,Redbridge,51.560197,0.11561573
GB-LCL-A0793,[GB-LCL-A0793] Redbridge: Winchester Road / Side of 49 Sunnyside Road / ACE0493457 / IG1 1HX,Alfen 22kW,Believ (EV),IG1 1HX,Redbridge,51.55672026,0.08347402
GB-LCL-A0794,[GB-LCL-A0794] Redbridge: 43-39 Greenstead Ave / ACE0422904 / IG8 7HE,Alfen 22kW,Believ (EV),IG8 7HE,Redbridge,51.604449,0.038709
GB-LCL-A0795,[GB-LCL-A0795] Redbridge: Sunnyside Road / Side of 265 Kingston Road / ACE0422850 / IG1 1HY,Alfen 22kW,Believ (EV),IG1 1HY,Redbridge,51.554284,0.084301
GB-LCL-A0796,[GB-LCL-A0796] Redbridge: Woodlands Road / Side of 114 Mortake Road / ACE0422832 / IG1 2SZ,Alfen 22kW,Believ (EV),IG1 2SZ,Redbridge,51.550891,0.08019
GB-LCL-A0798,[GB-LCL-A0798] Redbridge: Meadway / Side of 42 Dawlish Drive / ACE0422608 / IG3 9BH,Alfen 22kW,Believ (EV),IG3 9BH,Redbridge,51.55213,0.096556
GB-LCL-A0799,[GB-LCL-A0799] Redbridge: Frimley Road / Side of 124 Betchworth Road / ACE0422886 / IG3 9JH,Alfen 22kW,Believ (EV),IG3 9JH,Redbridge,51.556372,0.095176
GB-LCL-A0801,[GB-LCL-A0801] Redbridge: Esher Road / Side of 75 Holmwood Road / ACE0422896 / IG3 9XZ,Alfen 22kW,Believ (EV),IG3 9XZ,Redbridge,51.558224,0.096997
GB-LCL-A0802,[GB-LCL-A0802] Redbridge: Haslemere Rd / Side of 373 Green Lane / ACE0422874 / IG3 8DR,Alfen 22kW,Believ (EV),IG3 8DR,Redbridge,51.561313,0.100478
GB-LCL-A0804,[GB-LCL-A0804] Arundel Gardens,Alfen 22kW,Believ (EV),IG3 9SX,Redbridge,51.562559,0.10760128
GB-LCL-A0804,[GB-LCL-A0804] Redbridge: Arundel Gardens,Alfen 22kW,Believ (EV),IG3 9SX,Redbridge,51.562559,0.10760128
GB-LCL-A0804,[GB-LCL-A0804] Redbridge: Arundel Gardens / ACE0422881 / IG3 9SX,Alfen 22kW,Believ (EV),IG3 9SX,Redbridge,51.562559,0.10760128
GB-LCL-A0805,[GB-LCL-A0805] Redbridge: Aberdour Road / side of 33 Abbotsford Road / ACE0422652 / IG3 9QX,Alfen 22kW,Believ (EV),IG3 9QX,Redbridge,51.56045,0.113141
GB-LCL-A0806,[GB-LCL-A0806] Redbridge: Sunnyside Road / Mortlake Road / ACE0493473 / IG1 2TA,Alfen 22kW,Believ (EV),IG1 2TA,Redbridge,51.552361,0.08524507
GB-LCL-A0807,[GB-LCL-A0807] Redbridge: 252-222 Dawlish Drive / ACE0422601 / IG3 9BX,Alfen 22kW,Believ (EV),IG3 9BX,Redbridge,51.554155,0.108004
GB-LCL-A0808,[GB-LCL-A0808] Redbridge: Granton Road / Side of 29 Ashgrove Road / ACE0422654 / IG3 9XE,Alfen 22kW,Believ (EV),IG3 9XE,Redbridge,51.564366,0.107601
GB-LCL-A0809,[GB-LCL-A0809] Redbridge: Dunedin Road / Side of 303 Thorold Road / ACE0422621 / IG1 4HE,Alfen 22kW,Believ (EV),IG1 4HE,Redbridge,51.566352,0.082207
GB-LCL-A0810,[GB-LCL-A0810] Redbridge: Opposite 8 Heathcote Avenue / ACE0422613 / IG5 0QS,Alfen 22kW,Believ (EV),IG5 0QS,Redbridge,51.59352062,0.06298436
GB-LCL-A0811,[GB-LCL-A0811] Aragon Drive / outside 16 Aragon Court,Alfen 22kW,Believ (EV),IG6 2TQ,Redbridge,51.603353,0.083354
GB-LCL-A0811,[GB-LCL-A0811] Redbridge: Aragon Drive / outside 16 Aragon Court,Alfen 22kW,Believ (EV),IG6 2TQ,Redbridge,51.603353,0.083354
GB-LCL-A0811,[GB-LCL-A0811] Redbridge: Aragon Drive / Outside 16 Aragon Court / ACE0422810 / IG6 2TQ,Alfen 22kW,Believ (EV),IG6 2TQ,Redbridge,51.603353,0.083354
GB-LCL-A0813,[GB-LCL-A0813] Redbridge: Perth Road / ACE0422808 / IG2 6DZ,Alfen 22kW,Believ (EV),IG2 6DZ,Redbridge,51.571847,0.07546485
GB-LCL-A0814,[GB-LCL-A0814] Redbridge: Toronto Road / Side of 80 Coventry Road / ACE0422634 / IG1 4RE,Alfen 22kW,Believ (EV),IG1 4RE,Redbridge,51.5662837,0.07716332
GB-LCL-A0815,[GB-LCL-A0815] Redbridge: Rochford Avenue / side of 155 Brian Road / ACE0422649 / RM6 5DD,Alfen 22kW,Believ (EV),RM6 5DD,Redbridge,51.580919,0.125938
GB-LCL-A0816,[GB-LCL-A0816] Redbridge: Golfe Road / Gordon Road / ACE0422903 / IG1 1SU,Alfen 22kW,Believ (EV),IG1 1SU,Redbridge,51.556025,0.08627328
GB-LCL-A0817,[GB-LCL-A0817] Redbridge: South Park Road / ACE0422885 / IG1 1SS,Alfen 22kW,Believ (EV),IG1 1SS,Redbridge,51.556571,0.089364
GB-LCL-A0818,[GB-LCL-A0818] Redbridge: Hampton Road / Side 137 of Richmond Road / ACE0422852 / IG1 1JT,Alfen 22kW,Believ (EV),IG1 1JT,Redbridge,51.552775,0.081595
GB-LCL-A0819,[GB-LCL-A0819] Fosse Way,Alfen 22kW,Believ (EV),W13 0DB,Ealing,51.5237,-0.323982
GB-LCL-A0820,[GB-LCL-A0820] Ealing: Fosse Way / ACE0493498 / W13 0DB,Alfen 22kW,Believ (EV),W13 0DB,Ealing,51.5237,-0.323982
GB-LCL-A0821,[GB-LCL-A0821] Redbridge: Selborne Road / ACE0493465 / IG1 3AF,Alfen 22kW,Believ (EV),IG1 3AF,Redbridge,51.5591184,0.0657775
GB-LCL-A0822,[GB-LCL-A0822] Christchurch Road,Alfen 22kW,Believ (EV),IG1 4EZ,Redbridge,51.5631831,0.0786719
GB-LCL-A0822,[GB-LCL-A0822] Redbridge: Christchurch Road,Alfen 22kW,Believ (EV),IG1 4EZ,Redbridge,51.5631831,0.0786719
GB-LCL-A0822,[GB-LCL-A0822] Redbridge: Christchurch Road / ACE0493474 / IG1 4EZ,Alfen 22kW,Believ (EV),IG1 4EZ,Redbridge,51.5631831,0.0786719
GB-LCL-A0824,[GB-LCL-A0824] Redbridge: Crescent Road / ACE0493493 / E18 1EP,Alfen 22kW,Believ (EV),E18 1EP,Redbridge,51.59695814,0.03699104
GB-LCL-A0825,[GB-LCL-A0825] Calne Avenue,Alfen 22kW,Believ (EV),IG5 0XB,Redbridge,51.5974271,0.072305
GB-LCL-A0825,[GB-LCL-A0825] Redbridge: Calne Avenue,Alfen 22kW,Believ (EV),IG5 0XB,Redbridge,51.5974271,0.072305
GB-LCL-A0825,[GB-LCL-A0825] Redbridge: Calne Avenue / ACE0422806 / IG5 0XB,Alfen 22kW,Believ (EV),IG5 0XB,Redbridge,51.5974271,0.072305
GB-LCL-A0826,[GB-LCL-A0826] Redbridge: Granville Road / ACE0493470 / IG1 4JY,Alfen 22kW,Believ (EV),IG1 4JY,Redbridge,51.563345,0.0713588
GB-LCL-A0827,[GB-LCL-A0827] Redbridge: Repton Grove / ACE0422809 / IG5 0RN,Alfen 22kW,Believ (EV),IG5 0RN,Redbridge,51.597026,0.0603199
GB-LCL-A0828,[GB-LCL-A0828] Redbridge: The Glade / ACE0493459 / IG5 0NJ,Alfen 22kW,Believ (EV),IG5 0NJ,Redbridge,51.5952133,0.0597418
GB-LCL-A0829,[GB-LCL-A0829] Redbridge: Hamilton Avenue / ACE0422803 / IG6 1AA,Alfen 22kW,Believ (EV),IG6 1AA,Redbridge,51.5794523,0.0820548
GB-LCL-A0831,[GB-LCL-A0831] Newham: Oppsite 64 Melford Road / ACE0493256 / E6 3QY,Alfen 22kW,Believ (EV),E6 3QY,Newham,51.523318,0.054379
GB-LCL-A0832,[GB-LCL-A0832] Redbridge: Wanstead Park Road / ACE0493492 / IG1 3UA,Alfen 22kW,Believ (EV),IG1 3UA,Redbridge,51.5739919,0.0465491
GB-LCL-A0833,[GB-LCL-A0833] Redbridge: Netley Road / ACE0493477 / IG2 7NF,Alfen 22kW,Believ (EV),IG2 7NF,Redbridge,51.5785112,0.0864147
GB-LCL-A0834,[GB-LCL-A0834] Colenso Road,Alfen 22kW,Believ (EV),IG2 7AZ,Redbridge,51.5700291,0.0936617
GB-LCL-A0834,[GB-LCL-A0834] Redbridge: Colenso Road,Alfen 22kW,Believ (EV),IG2 7AZ,Redbridge,51.5700291,0.0936617
GB-LCL-A0834,[GB-LCL-A0834] Redbridge: Colenso Road / ACE0422807 / IG2 7AZ,Alfen 22kW,Believ (EV),IG2 7AZ,Redbridge,51.5700291,0.0936617
GB-LCL-A0835,[GB-LCL-A0835] Waltham Forest: Shernall Street / ACE0422815 / E17 9DZ,Alfen 22kW,Believ (EV),E17 9DZ,Waltham Forest,51.579574,-0.005698
GB-LCL-A0837,[GB-LCL-A0837] Albert Road,Alfen 22kW,Believ (EV),E18 1LJ,Redbridge,51.5909005,0.0313339
GB-LCL-A0837,[GB-LCL-A0837] Redbridge: Albert Road,Alfen 22kW,Believ (EV),E18 1LJ,Redbridge,51.5909005,0.0313339
GB-LCL-A0837,[GB-LCL-A0837] Redbridge: Albert Road / ACE0422814 / E18 1LJ,Alfen 22kW,Believ (EV),E18 1LJ,Redbridge,51.5909005,0.0313339
