Site Ref,Site Name,Description,Customer,Postcode,Town,Latitude,Longitude
GB-LCL-A1893,[GB-LCL-A1893] Albert Avenue,Alfen 22kW,Believ (EV),E4 8LG,Waltham Forest,51.6157703,-0.01774348
GB-LCL-A1893,[GB-LCL-A1893] Waltham Forest: Albert Avenue / ACE0493444 / E4 8LG,Alfen 22kW,Believ (EV),E4 8LG,Waltham Forest,51.6157703,-0.01774348
GB-LCL-A1894,[GB-LCL-A1894] Waltham Forest: Exmouth Road / ACE0493420 / E17 7QG,,Believ (EV),E17 7QG,Waltham Forest,51.581071,-0.025025
GB-LCL-A1895,[GB-LCL-A1895] Waltham Forest: Radbourne Crescent / ACE0493406 / E17 3RT,Alfen 22kW,Believ (EV),E17 3RT,Waltham Forest,51.591638,0.000533
GB-LCL-A1896,[GB-LCL-A1896] Waltham Forest: Radbourne Crescent / ACE0493431 / E17 3RT,Alfen 22kW,Believ (EV),E17 3RT,Waltham Forest,51.591638,0.000533
GB-LCL-A1898,[GB-LCL-A1898] Waltham Forest: Sheredan Road / ACE0493427 / E4 9RH,,Believ (EV),E4 9RH,Waltham Forest,51.61248338,0.00839218
GB-LCL-A1899,[GB-LCL-A1899] Waltham Forest: Rochdale Road / ACE0422890 / E17 8JW,,Believ (EV),E17 8JW,Waltham Forest,51.573078,-0.022844
GB-LCL-A1900,[GB-LCL-A1900] Redbridge: Opposite 355 Henley Road / ACE0422899 / IG1 2TH,,Believ (EV),IG1 2TH,Redbridge,51.5540582,0.09287813
GB-LCL-A1901,[GB-LCL-A1901] Redbridge: Henley Road / Side of 15 South Park Road / ACE0422871 / IG1 2TJ,,Believ (EV),IG1 2TJ,Redbridge,51.55399053,0.09017244
GB-LCL-A1902,[GB-LCL-A1902] Wanstead: Roycroft Close / ACE0422873 / E18 1DR,Alfen 22kW,Believ (EV),E18 1DR,Wanstead,51.597741,0.030905
GB-LCL-A1903,[GB-LCL-A1903] Redbridge: Felbrigge Road / Side of 20 Gartmore Road / ACE0422880,,Believ (EV),IG3 9XQ,Redbridge,51.56318598,0.10367155
GB-LCL-A1905,[GB-LCL-A1905] Ealing: 52 Court Farm Road / ACE0493430 / UB5 5HQ,Alfen 22kW,Believ (EV),UB5 5HQ,Ealing,51.544699,-0.366448
GB-LCL-A1906,[GB-LCL-A1906] Ealing: 52 Court Farm Road / ACE0422878 / UB5 5HQ,Alfen 22kW,Believ (EV),UB5 5HQ,Ealing,51.544699,-0.366448
GB-LCL-A1907,[GB-LCL-A1907] Ealing: Opposite 65 Russell Road / ACE0422872,Alfen 22kW,Believ (EV),UB5 4QS,Ealing,51.557925,-0.352983
GB-LCL-A1908,[GB-LCL-A1908] Ealing: Opposite 65 Russell Road / ACE0422900 / UB5 4QS,Alfen 22kW,Believ (EV),UB5 4QS,Ealing,51.557925,-0.352983
GB-LCL-A1909,[GB-LCL-A1909] Ealing: Reglan Way / ACE0422888 / UB5 4SL,,Believ (EV),UB5 4SL,Ealing,51.54977,-0.35276
GB-LCL-A1911,[GB-LCL-A1911] Ealing: Gurnell Grove / ACE0422887 / W13 0HT,Alfen 22kW,Believ (EV),W13 0HT,Ealing,51.52818,-0.33166
GB-LCL-A1912,[GB-LCL-A1912] Ealing: Gurnell Grove / ACE0422891 / W13 0HT,Alfen 22kW,Believ (EV),W13 0HT,Ealing,51.52818,-0.33166
GB-LCL-A1913,[GB-LCL-A1913] Ealing: 116 Jeymer Drive / ACE0422898 / UB6 8NU,Alfen 22kW,Believ (EV),UB6 8NU,Ealing,51.54078611,-0.35832486
GB-LCL-A1914,[GB-LCL-A1914] Ealing: 116 Jeymer Drive / ACE0422860 / UB6 8NU,Alfen 22kW,Believ (EV),UB6 8NU,Ealing,51.540439,-0.358494
GB-LCL-A1915,[GB-LCL-A1915] Ealing: Mayfield Avenue / ACE0422893 / W13 9SX,Alfen 22kW,Believ (EV),W13 9SX,Ealing,51.50306938,-0.3202798
GB-LCL-A1916,[GB-LCL-A1916] Ealing: Mayfield Avenue / W13 9SX / W13 9SX,Alfen 22kW,Believ (EV),W13 9SX,Ealing,51.50306938,-0.3202798
GB-LCL-A1917,[GB-LCL-A1917] Ealing: 27 Oakfield Gardens / ACE0422865 / UB6 8SD,Alfen 22kW,Believ (EV),UB6 8SD,Ealing,51.529258,-0.349554
GB-LCL-A1918,[GB-LCL-A1918] Ealing: 27 Oakfield Gardens / ACE0422884 / UB6 8SD,Alfen 22kW,Believ (EV),UB6 8SD,Ealing,51.529258,-0.349554
GB-LCL-A1919,[GB-LCL-A1919] Croydon: 137 Sundridge Road / ACE0422570 / CR0 6LZ,Alfen 7kW,Believ (EV),CR0 6LZ,Croydon,51.382083,-0.0769979
GB-LCL-A1920,[GB-LCL-A1920] Croydon: Dornton Road / ACE0422575 / CR2 7DR,,Believ (EV),CR2 7DR,Croydon,51.361455,-0.090375
GB-LCL-A1921,[GB-LCL-A1921] Croydon: 199-209 Hermitage Road / ACE0422567 / SE19 3JU,"Alfen 7kW
",Believ (EV),SE19 3JU,Croydon,51.421786,-0.092043
GB-LCL-A1922,[GB-LCL-A1922] Newham: 171 Chandos Road / ACE0493449 / E15 1TX,Alfen 22kW,Believ (EV),E15 1TX,Newham,51.550212,-0.003035
GB-LCL-A1923,[GB-LCL-A1923] Newham: 171 Chandos Road / ACE0493315 / E15 1TX,Alfen 22kW,Believ (EV),E15 1TX,Newham,51.550212,-0.003035
GB-LCL-A1924,[GB-LCL-A1924] Byron Avenue,Alfen 22kW,Believ (EV),E12 6RB,Newham,51.54312345,0.05510894
GB-LCL-A1924,[GB-LCL-A1924] Newham: Byron Avenue,Alfen 22kW,Believ (EV),E12 6RB,Newham,51.54312345,0.05510894
GB-LCL-A1924,[GB-LCL-A1924] Newham: Byron Avenue / ACE0493316 / E12 6RB,Alfen 22kW,Believ (EV),E12 6RB,Newham,51.54312345,0.05510894
GB-LCL-A1925,[GB-LCL-A1925] Byron Avenue,Alfen 22kW,Believ (EV),E12 6RB,Newham,51.54312345,0.05510894
GB-LCL-A1925,[GB-LCL-A1925] Newham: Byron Avenue,Alfen 22kW,Believ (EV),E12 6RB,Newham,51.54312345,0.05510894
GB-LCL-A1925,[GB-LCL-A1925] Newham: Byron Avenue / ACE0493337 / E12 6RB,Alfen 22kW,Believ (EV),E12 6RB,Newham,51.54312345,0.05510894
GB-LCL-A1927,[GB-LCL-A1927] Richmond: Friars Lane Car Park A / ACE0422879 / TW9 1NL,Alfen 22kW,Believ (EV),TW9 1NL,Richmond,51.459664,-0.30890331
GB-LCL-A1928,[GB-LCL-A1928] Newham: O/S 82 Lucas Avenue / ACE0422564 / E13 0SG,Etrel 22kW,Believ (EV),E13 0SG,Newham,51.53509561,0.03132683
GB-LCL-A1929,[GB-LCL-A1929] Croydon: 39A Woodville Road / ACE0422569 / CR7 8LN,"Alfen 7kW
",Believ (EV),CR7 8LN,Croydon,51.400291,-0.096671
GB-LCL-A1932,[GB-LCL-A1932] Newham: Opposite 67 Essex Road / ACE0493404 / E12 6QX,Alfen 22kW,Believ (EV),E12 6QX,Newham,51.545688,0.053095
GB-LCL-A1933,[GB-LCL-A1933] Newham: 20 Litchfield Avenue / ACE0493123 / E15 4LN,Alfen 22kW,Believ (EV),E15 4LN,Newham,51.543013,0.005923
GB-LCL-A1934,[GB-LCL-A1934] Hammersmith & Fulham: Opposite 103 Greyhound Road / ACE0189331 / W6 8qt,,Believ (EV),W6 8qt,Hammersmith & Fulham,51.48569954,-0.21576507
GB-LCL-A1935,[GB-LCL-A1935] Gosport: No. 2 Battery West Car Park - Rapid CPs / Stokes Bay Road / ACE0493314 / PO12 2QX,,Believ (EV),PO12 2QX,Gosport,50.78646,-1.16816
GB-LCL-A1936,[GB-LCL-A1936] Gosport: No. 2 Battery West Car Park - Rapid CPs / Stokes Bay Road / ACE0493478 /  PO12 2QX,,Believ (EV),PO12 2QX,Gosport,50.78646,-1.16816
GB-LCL-A1937,[GB-LCL-A1937] Harefield: The Lodge / Rickmansworth Road / ACE0422562 / UB9 6JX,,Believ (EV),UB9 6JX,Harefield,51.60886611,-0.47913242
GB-LCL-A1938,[GB-LCL-A1938] Gosport: Beach Road Car Park / ACE0493336,,Believ (EV),PO13 9FR,Gosport,50.79987681,-1.20188272
GB-LCL-A1939,[GB-LCL-A1939] Telford: Wellington Civic & Leisure Centre / Wrekin Road / ACE0421874 / TF1 1LX,,Believ (EV),TF1 1LX,Telford,52.69878891,-2.51989528
GB-LCL-A1942,[GB-LCL-A1942] Telford: Naylors Row Car Park / ACE0422561 / TF1 1PY,,Believ (EV),TF1 1PY,Telford,52.70069769,-2.5157931
GB-LCL-A1943,[GB-LCL-A1943] Telford: Naylors Row Car Park / TF1 1PY,,Believ (EV),TF1 1PY,Telford,,
GB-LCL-A1944,[GB-LCL-A1944] Telford: Naylors Row Car Park / ACE0422546 / TF1 1PY,,Believ (EV),TF1 1PY,Telford,52.70067168,-2.51557852
GB-LCL-A1945,[GB-LCL-A1945] London: 4 Farnan Ave / Walthamstow / ACE0493342 / E17 4NX,,Believ (EV),E17 4NX,London,51.590249,-0.015412
GB-LCL-A1973,[GB-LCL-A1973] Waltham Forest: Shernhall Street / ACE0422889 / E17 3HN,,Believ (EV),E17 3HN,Waltham Forest,,
GB-LCL-A1974,[GB-LCL-A1974] Ealing: Oriel Way / ACE0422875 / UB5 4RP,,Believ (EV),UB5 4RP,Ealing,51.54783,-0.35976
GB-LCL-A1975,[GB-LCL-A1975] Newham: Flank wall of Plaistow Library Stirling Road / ACE0493407 / E13 9HN,Alfen 22kW,Believ (EV),E13 9HN,Newham,51.52962022,0.02570029
GB-LCL-A2500,[GB-LCL-A2500] Ealing: Palmerston Road / 24290368 / W3 8FN,Etrel 22kW,Believ (EV),W3 8FN,Ealing,51.501504,-0.271462
GB-LCL-A2507,[GB-LCL-A2507] Newham: Opposite 1 Winifred Street / 24290354 / E16 2HX,Etrel 22kW,Believ (EV),E16 2HX,Newham,51.501082,0.055519
GB-LCL-A2508,[GB-LCL-A2508] Exeter: Zeal Hotels / Babbage Way / 24290388 / EX5 2FN,,Believ (EV),EX5 2FN,Exeter,50.73080856,-3.45577739
GB-LCL-A2509,[GB-LCL-A2509] Newham: 41a Cranmer Road / 24290370 / E7 0JL,Etrel 22kW,Believ (EV),E7 0JL,Newham,51.55309,0.029689
GB-LCL-A2510,[GB-LCL-A2510] Newham: 64A Plashet Grove / 24290444 / E6 1AE,Etrel 22kW,Believ (EV),E6 1AE,Newham,51.536905,0.037352
GB-LCL-A2511,[GB-LCL-A2511] Newham: 64A Plashet Grove / 24290418 / E6 1AE,Etrel 22kW,Believ (EV),E6 1AE,Newham,51.536905,0.037352
GB-LCL-A2512,[GB-LCL-A2512] Newham: Perth Road / 24290366 / E13 9DS,Etrel 22kW,Believ (EV),E13 9DS,Newham,51.52838327,0.02671322
GB-LCL-A2513,[GB-LCL-A2513] Newham: New City Road / 24290443 / E13 9LL,Etrel 22kW,Believ (EV),E13 9LL,Newham,51.527283,0.034908
GB-LCL-A2514,[GB-LCL-A2514] Bridge Street / 3 B874,Etrel 22kW,Believ (EV),KW12 6XY,Halkirk,58.514382,-3.4960642
GB-LCL-A2514,[GB-LCL-A2514] Halkirk: Bridge Street / 3 B874 / 24290369 / KW12 6XY,Etrel 22kW,Believ (EV),KW12 6XY,Halkirk,58.514382,-3.4960642
GB-LCL-A2514,[GB-LCL-A2514] Halkirk: Bridge Street / 3 B874 / KW12 6XY / 24290369,Etrel 22kW,Believ (EV),KW12 6XY,Halkirk,58.514382,-3.4960642
GB-LCL-A2515,[GB-LCL-A2515] Armstrong Road,Etrel 22kW,Believ (EV),W3 7BL,Ealing,51.508485,-0.24795
GB-LCL-A2515,[GB-LCL-A2515] Ealing: Armstrong Road,Etrel 22kW,Believ (EV),W3 7BL,Ealing,51.508485,-0.24795
GB-LCL-A2515,[GB-LCL-A2515] Ealing: Armstrong Road / 24290408 / W3 7BL,Etrel 22kW,Believ (EV),W3 7BL,Ealing,51.508485,-0.24795
GB-LCL-A2516,[GB-LCL-A2516] Waltham Forest: Bourne Road / 24290434 / E11 3NL,"Etrel 22kW
",Believ (EV),E11 3NL,Waltham Forest,51.55696497,0.0159835
GB-LCL-A2519,[GB-LCL-A2519] Newham: Southern Road / 24290405 / E13 9JH,Etrel 22kW,Believ (EV),E13 9JH,Newham,51.530344,0.029452
GB-LCL-A2520,[GB-LCL-A2520] Newham: 11 Raymond Road / 24290364 / E13 0SP,Etrel 22kW,Believ (EV),E13 0SP,Newham,51.535817,0.034258
GB-LCL-A2521,[GB-LCL-A2521] Ealing: Palmerston Road / 24290455 / W3 8FN,Etrel 22kW,Believ (EV),W3 8FN,Ealing,51.501504,-0.271462
GB-LCL-A2522,[GB-LCL-A2522] Newham: Perth Road / 24290358 / E13 9DS,Etrel 22kW,Believ (EV),E13 9DS,Newham,51.52838327,0.02671322
GB-LCL-A2523,[GB-LCL-A2523] Exeter: Zeal Hotels / Babbage Way / 24290396 / EX5 2FN,Etrel 22kW,Believ (EV),EX5 2FN,Exeter,50.73080856,-3.45577739
GB-LCL-A2526,[GB-LCL-A2526] Newham: 10 Egham Road / 24290452 / E13 8PD,Etrel 22kW,Believ (EV),E13 8PD,Newham,51.518023,0.03016
GB-LCL-A2527,[GB-LCL-A2527] Newham: 41 Butchers Road / 24290445 / E16 1PW,Etrel 22kW,Believ (EV),E16 1PW,Newham,51.5166,0.022993
GB-LCL-A2528,[GB-LCL-A2528] Redbridge: Abbotsford Road / 24290446 / IG3 9SL,Etrel 22kW,Believ (EV),IG3 9SL,Redbridge,51.5604,0.11028
GB-LCL-A2529,[GB-LCL-A2529] Newham: 20 Chadwin Road / 24290381 / E13 8NE,Etrel 22kW,Believ (EV),E13 8NE,Newham,51.51805,0.02523
GB-LCL-A2530,[GB-LCL-A2530] Ealing: Lilliput Avenue / 24290451 / UB5 5PY,Etrel 22kW,Believ (EV),UB5 5PY,Ealing,51.54204,-0.3791
GB-LCL-A2531,[GB-LCL-A2531] Ealing: Lilliput Avenue / 24290349 / UB5 5PY,Etrel 22kW,Believ (EV),UB5 5PY,Ealing,51.54204,-0.3791
GB-LCL-A2532,[GB-LCL-A2532] Newham: 10 Egham Road / 24290377 / E13 8PD,Etrel 22kW,Believ (EV),E13 8PD,Newham,51.518023,0.03016
GB-LCL-A2534,[GB-LCL-A2534] Newham: 11 Raymond Road / 24290384 / E13 0SP,Etrel 22kW,Believ (EV),E13 0SP,Newham,51.535817,0.034258
GB-LCL-A2535,[GB-LCL-A2535] Newham: 2a Michigan Avenue / 24450375 / E12 5JD,Etrel 22kW,Believ (EV),E12 5JD,Newham,51.55339,0.054352
GB-LCL-A2536,[GB-LCL-A2536] Bourne Road,Etrel 22kW,Believ (EV),E11 3NL,Waltham Forest,51.55696497,0.0159835
GB-LCL-A2536,[GB-LCL-A2536] Waltham Forest: Bourne Road,Etrel 22kW,Believ (EV),E11 3NL,Waltham Forest,51.55696497,0.0159835
GB-LCL-A2536,[GB-LCL-A2536] Waltham Forest: Bourne Road / 24290362 / E11 3NL,Etrel 22kW,Believ (EV),E11 3NL,Waltham Forest,51.55696497,0.0159835
GB-LCL-A2537,[GB-LCL-A2537] Waltham Forest: Leyton Grange / 24290412 / E10 5HZ,Etrel 22kW,Believ (EV),E10 5HZ,Waltham Forest,51.565094,-0.018195
GB-LCL-A2538,[GB-LCL-A2538] Exeter: Zeal Hotels / Babbage Way / 24290382 / EX5 2FN,Etrel 22kW,Believ (EV),EX5 2FN,Exeter,50.73080856,-3.45577739
GB-LCL-A2541,[GB-LCL-A2541] Newham: 87 Hartley Avenue / 24290420 / E6 1NU,Etrel 22kW,Believ (EV),E6 1NU,Newham,51.534108,0.048859
GB-LCL-A2542,[GB-LCL-A2542] Cecil Road,Etrel 22kW,Believ (EV),E13 0ES,Newham,51.536475,0.023347
GB-LCL-A2542,[GB-LCL-A2542] Newham: Cecil Road,Etrel 22kW,Believ (EV),E13 0ES,Newham,51.536475,0.023347
GB-LCL-A2542,[GB-LCL-A2542] Newham: Cecil Road / 24290353 / E13 0ES,Etrel 22kW,Believ (EV),E13 0ES,Newham,51.536475,0.023347
GB-LCL-A2543,[GB-LCL-A2543] Newham: New City Road / 24290410 / E13 9LL,Etrel 22kW,Believ (EV),E13 9LL,Newham,51.527283,0.034908
GB-LCL-A2545,[GB-LCL-A2545] Redbridge: Horn Lane / 24290363 / IG8 9AE,Etrel 22kW,Believ (EV),IG8 9AE,Redbridge,51.606297,0.02465623
GB-LCL-A2546,[GB-LCL-A2546] Brixham Gardens / side of 32 Ashburton Ave,Etrel 22kW,Believ (EV),IG3 9ET,Redbridge,51.54935748,0.09499763
GB-LCL-A2546,[GB-LCL-A2546] Redbridge: Brixham Gardens / side of 32 Ashburton Ave,Etrel 22kW,Believ (EV),IG3 9ET,Redbridge,51.54935748,0.09499763
GB-LCL-A2546,[GB-LCL-A2546] Redbridge: Brixham Gardens / Side of 32 Ashburton Ave / 24290379 / IG3 9ET,Etrel 22kW,Believ (EV),IG3 9ET,Redbridge,51.54935748,0.09499763
GB-LCL-A2547,[GB-LCL-A2547] Redbridge: Opposite 63 Vicarage Lane / 24290380 / IG1 4AL,Etrel 22kW,Believ (EV),IG1 4AL,Redbridge,51.5651,0.090241
GB-LCL-A2548,[GB-LCL-A2548] Newham: St Stephens Road / 24290360,,Believ (EV),E6 1AN,Newham,51.53784871,0.03478201
GB-LCL-A2549,[GB-LCL-A2549] Newham: Wall End Road / Side of 161 Clements Road / 24290448 / E6 2DP,Etrel 22kW,Believ (EV),E6 2DP,Newham,51.538644,0.060719
GB-LCL-A2550,[GB-LCL-A2550] Newham: Southern Road / 24290421 / E13 9JH,,Believ (EV),E13 9JH,Newham,51.530344,0.029452
GB-LCL-A2551,[GB-LCL-A2551] Newham: 56 Becket Avenue / 24290436 / E6 6AF,Etrel 22kW,Believ (EV),E6 6AF,Newham,51.525262,0.062965
GB-LCL-A2553,[GB-LCL-A2553] Redbridge: 105 St Andrews Road / 24290352 / IG1 3PF,Etrel 22kW,Believ (EV),IG1 3PF,Redbridge,51.57015558,0.05776302
GB-LCL-A2556,[GB-LCL-A2556] Newham: 2 Glasgow Road / 24290454 / E13 9HP,Etrel 22kW,Believ (EV),E13 9HP,Newham,51.530519,0.025468
GB-LCL-A2557,[GB-LCL-A2557] Newham: Queensland House / Rymill Street / 24290415 / E16 2LQ,Etrel 22kW,Believ (EV),E16 2LQ,Newham,51.501369,0.06165
GB-LCL-A2558,[GB-LCL-A2558] Newham: Trevelyan Avenue / 24290386 / E12 5PL,Etrel 22kW,Believ (EV),E12 5PL,Newham,51.550569,0.057674
GB-LCL-A2560,[GB-LCL-A2560] Woodford Green: Worcester Crescent / 24290442 / IG8 0JN,Etrel 22kW,Believ (EV),IG8 0JN,Woodford Green,51.61222261,0.03621831
GB-LCL-A2561,[GB-LCL-A2561] Newham: Opposite 2 Gresham Road / 24290350 / E6 6DS,Etrel 22kW,Believ (EV),E6 6DS,Newham,51.527307,0.058532
GB-LCL-A2563,[GB-LCL-A2563] Newham: Opposite 27 William Morley Close / 24290355,,Believ (EV),E6 1QY,Newham,51.534822,0.040229
GB-LCL-A2564,[GB-LCL-A2564] Newham: Opposite 27 William Morley Close / 24290429 / E6 1QY,Etrel 22kW,Believ (EV),E6 1QY,Newham,51.534822,0.040229
GB-LCL-A2565,[GB-LCL-A2565] Ely: Etopia Homes / Clarkes Lane / CB6 3RH / 24290449,Etrel 22kW,Believ (EV),CB6 3RH,Ely,52.35402566,0.1737766
GB-LCL-A2567,[GB-LCL-A2567] Newham: Opposite 52-54 Thackeray Road / 24290392 / E6 3BW,Etrel 22kW,Believ (EV),E6 3BW,Newham,51.52980043,0.04481954
GB-LCL-A2568,[GB-LCL-A2568] Redbridge: Quebec Road / Brisbane Road / 24290416 / IG1 4TU,Etrel 22kW,Believ (EV),IG1 4TU,Redbridge,51.569511,0.07527434
GB-LCL-A2570,[GB-LCL-A2570] Waltham Forest: Leyton Grange / 24290372 / E10 5HZ,Etrel 22kW,Believ (EV),E10 5HZ,Waltham Forest,51.565094,-0.018195
GB-LCL-A2571,[GB-LCL-A2571] Broadmead Road,Etrel 22kW,Believ (EV),IG8 7EH,Redbridge,51.602567,0.034969
GB-LCL-A2571,[GB-LCL-A2571] Redbridge: Broadmead Road,Etrel 22kW,Believ (EV),IG8 7EH,Redbridge,51.602567,0.034969
GB-LCL-A2571,[GB-LCL-A2571] Redbridge: Broadmead Road / 24290441 / IG8 7EH,Etrel 22kW,Believ (EV),IG8 7EH,Redbridge,51.602567,0.034969
GB-LCL-A2572,[GB-LCL-A2572] Newham: Queensland House / Rymill Street / E16 2LQ / 24290403,Etrel 22kW,Believ (EV),E16 2LQ,Newham,51.501369,0.06165
GB-LCL-A2573,[GB-LCL-A2573] Newham: 41 Butchers Road / 24290385 / E16 1PW,Etrel 22kW,Believ (EV),E16 1PW,Newham,51.5166,0.022993
GB-LCL-A2575,[GB-LCL-A2575] Newham: Opposite 1 Kingfisher Street / 24290430 / E6 5JZ,Etrel 22kW,Believ (EV),E6 5JZ,Newham,51.516505,0.050216
GB-LCL-A2576,[GB-LCL-A2576] Newham: 68 Malvern Road / 24290439 / E6 1LT,Etrel 22kW,Believ (EV),E6 1LT,Newham,51.536202,0.049203
GB-LCL-A2577,[GB-LCL-A2577] Newham: 68 Malvern Road / 24290357 / E6 1LT,Etrel 22kW,Believ (EV),E6 1LT,Newham,51.536202,0.049203
GB-LCL-A2578,[GB-LCL-A2578] Newham: 56 Becket Avenue / 24290438 / E6 6AF,Etrel 22kW,Believ (EV),E6 6AF,Newham,51.525262,0.062965
GB-LCL-A2579,[GB-LCL-A2579] Antony Road at the side of 46 Leaver Gardens,Etrel 22kW,Believ (EV),UB6 8HE,Ealing,51.534968,-0.34283
GB-LCL-A2579,[GB-LCL-A2579] Ealing: Antony Road at the side of 46 Leaver Gardens,Etrel 22kW,Believ (EV),UB6 8HE,Ealing,51.534968,-0.34283
GB-LCL-A2579,[GB-LCL-A2579] Ealing: Antony Road at the side of 46 Leaver Gardens / 24290374 / UB6 8HE,Etrel 22kW,Believ (EV),UB6 8HE,Ealing,51.534968,-0.34283
GB-LCL-A2580,[GB-LCL-A2580] Antony Road at the side of 46 Leaver Gardens,Etrel 22kW,Believ (EV),UB6 8HE,Ealing,51.534968,-0.34283
GB-LCL-A2580,[GB-LCL-A2580] Ealing: Antony Road at the side of 46 Leaver Gardens,Etrel 22kW,Believ (EV),UB6 8HE,Ealing,51.534968,-0.34283
GB-LCL-A2580,[GB-LCL-A2580] Ealing: Antony Road at the side of 46 Leaver Gardens / 24290425 / UB6 8HE,Etrel 22kW,Believ (EV),UB6 8HE,Ealing,51.534968,-0.34283
GB-LCL-A2581,[GB-LCL-A2581] Newham: Opposite 2 Gresham Road / 24290423 / E6 6DS,Etrel 22kW,Believ (EV),E6 6DS,Newham,51.527307,0.058532
GB-LCL-A2582,[GB-LCL-A2582] Newham: Opposite 52-54 Thackeray Road / 24290383 / E6 3BW,Etrel 22kW,Believ (EV),E6 3BW,Newham,51.52980043,0.04481954
GB-LCL-A2583,[GB-LCL-A2583] Blenheim Ave / side of 16 Clarence Avenue,Etrel 22kW,Believ (EV),IG2 6JL,Redbridge,51.57537,0.063037
GB-LCL-A2583,[GB-LCL-A2583] Redbridge: Blenheim Ave / side of 16 Clarence Avenue,Etrel 22kW,Believ (EV),IG2 6JL,Redbridge,51.57537,0.063037
GB-LCL-A2583,[GB-LCL-A2583] Redbridge: Blenheim Ave / Side of 16 Clarence Avenue / 24290419 / IG2 6JL,Etrel 22kW,Believ (EV),IG2 6JL,Redbridge,51.57537,0.063037
GB-LCL-A2585,[GB-LCL-A2585] Waltham Forest: Marchant Road / 24290409 / E11 4LA,Etrel 22kW,Believ (EV),E11 4LA,Waltham Forest,51.560669,0.00327
GB-LCL-A2586,[GB-LCL-A2586] Armstrong Road,Etrel 22kW,Believ (EV),W3 7BL,Ealing,51.508485,-0.24795
GB-LCL-A2586,[GB-LCL-A2586] Ealing: Armstrong Road,Etrel 22kW,Believ (EV),W3 7BL,Ealing,51.508485,-0.24795
GB-LCL-A2586,[GB-LCL-A2586] Ealing: Armstrong Road / 24290413 / W3 7BL,Etrel 22kW,Believ (EV),W3 7BL,Ealing,51.508485,-0.24795
GB-LCL-A2587,[GB-LCL-A2587] Bridge Street / 3 B874,Etrel 22kW,Believ (EV),KW12 6XY,Halkirk,58.514382,-3.4960642
GB-LCL-A2587,[GB-LCL-A2587] Halkirk: Bridge Street / 3 B874,Etrel 22kW,Believ (EV),KW12 6XY,Halkirk,58.514382,-3.4960642
GB-LCL-A2587,[GB-LCL-A2587] Halkirk: Bridge Street / 3 B874 / 24290389 / KW12 6XY,Etrel 22kW,Believ (EV),KW12 6XY,Halkirk,58.514382,-3.4960642
GB-LCL-A2588,[GB-LCL-A2588] Newham: St Stephens Road / 24290373 / E6 1AN,Etrel 22kW,Believ (EV),E6 1AN,Newham,51.53785,0.034759
GB-LCL-A2589,[GB-LCL-A2589] Newham: Opposite 1 Winifred Street / 24290426 / E16 2HX,Etrel 22kW,Believ (EV),E16 2HX,Newham,51.501082,0.055519
GB-LCL-A2590,[GB-LCL-A2590] Newham: Cecil Road,Etrel 22kW,Believ (EV),E13 0ES,Newham,51.536475,0.023347
GB-LCL-A2590,[GB-LCL-A2590] Newham: Cecil Road / 24290398 / E13 0ES,Etrel 22kW,Believ (EV),E13 0ES,Newham,51.536475,0.023347
GB-LCL-A2590,[GB-LCL-A2590] Newham: Cecil Road / Believ,Etrel 22kW,Believ (EV),E13 0ES,Newham,51.536475,0.023347
GB-LCL-A2591,[GB-LCL-A2591] Newham: Opposite 4 St Andrews Road / 24290456 / E13 8QD,Etrel 22kW,Believ (EV),E13 8QD,Newham,51.524326,0.026955
GB-LCL-A2592,[GB-LCL-A2592] Newham: 41a Cranmer Road / 24290447 / E7 0JL,Etrel 22kW,Believ (EV),E7 0JL,Newham,51.55309,0.029689
GB-LCL-A2593,[GB-LCL-A2593] Newham: 75 Margery Park Road / 24290404 / E7 9LD,"Etrel 22kW
",Believ (EV),E7 9LD,Newham,51.54182895,0.02014897
GB-LCL-A2594,[GB-LCL-A2594] Newham: 75 Margery Park Road / 24290406 / E7 9LD,Etrel 22kW,Believ (EV),E7 9LD,Newham,51.524501,0.05773
GB-LCL-A2595,[GB-LCL-A2595] Newham: 2 Odessa Road / 24290401 / E7 9BH,Etrel 22kW,Believ (EV),E7 9BH,Newham,51.548991,0.019804
GB-LCL-A2596,[GB-LCL-A2596] Newham: 2 Odessa Road / 24290399 / E7 9BH,Etrel 22kW,Believ (EV),E7 9BH,Newham,51.548991,0.019804
GB-LCL-A2600,[GB-LCL-A2600] Waltham Forest: Marchant Road / 24290450 / E11 4LA,Etrel 22kW,Believ (EV),E11 4LA,Waltham Forest,51.560669,0.00327
GB-LCL-A2620,[GB-LCL-A2620] Exeter: Zeal Hotels / Babbage Way / 1153043 / EX5 2FN,Wallbox Charger - Supernova 150 - 120kw,Believ (EV),EX5 2FN,Exeter,50.73080856,-3.45577739
GB-LCL-A2632,[GB-LCL-A2632] Exeter: Zeal Hotels / Babbage Way / 1153707 / EX5 2FN,Wallbox Supernova 60 kW or Wallbox Supernova 120 kW,Believ (EV),EX5 2FN,Exeter,50.73080856,-3.45577739
GB-LCL-A2663,[GB-LCL-A2663] Bridge Street / 3 B874,Wallbox Supernova 120 kW,Believ (EV),KW12 6XY,Halkirk,58.514382,-3.4960642
GB-LCL-A2663,[GB-LCL-A2663] Halkirk: Bridge Street / 3 B874 / 1153029 / KW12 6XY,Wallbox Supernova 120 kW,Believ (EV),KW12 6XY,Halkirk,58.514382,-3.4960642
